SpeciesName	NCBI_TaxID	accession
Rhinolophus affinis	59477	AFJ41993
Rhinolophus affinis	59477	AFJ41994
Rhinolophus affinis	59477	AFJ41995
Rhinolophus affinis	59477	AFJ41996
Rhinolophus affinis	59477	AFJ41997
Rhinolophus affinis	59477	AFJ41998
Rhinolophus affinis	59477	AFJ41999
Rhinolophus affinis	59477	AFJ42000
Rhinolophus affinis	59477	AFJ42001
Rhinolophus affinis	59477	AFJ72258
Rhinolophus affinis	59477	AFJ72301
Rhinolophus affinis	59477	AFJ72356
Rhinolophus affinis	59477	AFJ72364
Rhinolophus affinis	59477	AFJ72379
Rhinolophus affinis	59477	AFJ72418
Rhinolophus affinis	59477	AFJ72436
Rhinolophus affinis	59477	AFJ72451
Rhinolophus affinis	59477	AFJ72461
Rhinolophus affinis	59477	AFJ72478
Rhinolophus affinis	59477	AFJ72505
Rhinolophus affinis	59477	AFJ72530
Rhinolophus affinis	59477	AFJ72549
Rhinolophus affinis	59477	AFJ72563
Rhinolophus affinis	59477	AFJ72592
Rhinolophus affinis	59477	AFJ72610
Rhinolophus affinis	59477	AFJ72633
Rhinolophus affinis	59477	AFJ72663
Rhinolophus affinis	59477	AFJ72682
Rhinolophus affinis	59477	AFJ72712
Rhinolophus affinis	59477	AFJ72740
Rhinolophus affinis	59477	AFJ72761
Rhinolophus affinis	59477	AFJ72784
Rhinolophus affinis	59477	AFJ72805
Rhinolophus affinis	59477	AFJ72823
Rhinolophus affinis	59477	AFJ72845
Rhinolophus affinis	59477	AFJ72862
Rhinolophus affinis	59477	AFJ72886
Rhinolophus affinis	59477	AFJ91691
Rhinolophus affinis	59477	AFY05646
Rhinolophus affinis	59477	AGH55976
Rhinolophus affinis	59477	AGI62304
Rhinolophus affinis	59477	AHG29554
Rhinolophus affinis	59477	AHG29555
Rhinolophus affinis	59477	AHJ09599
Rhinolophus affinis	59477	AIG62193
Rhinolophus affinis	59477	AIG62194
Rhinolophus affinis	59477	AIG62195
Rhinolophus affinis	59477	AIG62196
Rhinolophus affinis	59477	AIG62197
Rhinolophus affinis	59477	AIG62198
Rhinolophus affinis	59477	AIG62199
Rhinolophus affinis	59477	AIG62200
Rhinolophus affinis	59477	AIG62201
Rhinolophus affinis	59477	AIG62202
Rhinolophus affinis	59477	AIG62203
Rhinolophus affinis	59477	AIG62204
Rhinolophus affinis	59477	AIG62205
Rhinolophus affinis	59477	AIG62206
Rhinolophus affinis	59477	AIG62207
Rhinolophus affinis	59477	AIG62208
Rhinolophus affinis	59477	AIG62209
Rhinolophus affinis	59477	AIG62210
Rhinolophus affinis	59477	AIG62211
Rhinolophus affinis	59477	AIG62212
Rhinolophus affinis	59477	AIG62213
Rhinolophus affinis	59477	AIG62214
Rhinolophus affinis	59477	AIG62215
Rhinolophus affinis	59477	AIG62216
Rhinolophus affinis	59477	AIG62217
Rhinolophus affinis	59477	AIG62218
Rhinolophus affinis	59477	AIG62219
Rhinolophus affinis	59477	AIG62220
Rhinolophus affinis	59477	AIG62221
Rhinolophus affinis	59477	AIG62222
Rhinolophus affinis	59477	AIG62223
Rhinolophus affinis	59477	AIG62224
Rhinolophus affinis	59477	AIG62225
Rhinolophus affinis	59477	AIG62226
Rhinolophus affinis	59477	AIG62227
Rhinolophus affinis	59477	AIG62228
Rhinolophus affinis	59477	AIG62229
Rhinolophus affinis	59477	AIG62230
Rhinolophus affinis	59477	AIG62231
Rhinolophus affinis	59477	AIG62232
Rhinolophus affinis	59477	AIG62233
Rhinolophus affinis	59477	AIG62234
Rhinolophus affinis	59477	AIG62235
Rhinolophus affinis	59477	AIG62236
Rhinolophus affinis	59477	AIG62237
Rhinolophus affinis	59477	AIG62238
Rhinolophus affinis	59477	AIG62239
Rhinolophus affinis	59477	AIG62240
Rhinolophus affinis	59477	AIG62241
Rhinolophus affinis	59477	AIG62242
Rhinolophus affinis	59477	AIG62243
Rhinolophus affinis	59477	AIG62244
Rhinolophus affinis	59477	AIG62245
Rhinolophus affinis	59477	AIG62246
Rhinolophus affinis	59477	AIG62247
Rhinolophus affinis	59477	AIG62248
Rhinolophus affinis	59477	AIG62249
Rhinolophus affinis	59477	AIG62250
Rhinolophus affinis	59477	AIG62251
Rhinolophus affinis	59477	AIG62252
Rhinolophus affinis	59477	AIG62253
Rhinolophus affinis	59477	AIG62254
Rhinolophus affinis	59477	AIG62255
Rhinolophus affinis	59477	AIG62256
Rhinolophus affinis	59477	AIG62257
Rhinolophus affinis	59477	AIG62258
Rhinolophus affinis	59477	AIG62259
Rhinolophus affinis	59477	AIG62260
Rhinolophus affinis	59477	AIG62261
Rhinolophus affinis	59477	AIG62262
Rhinolophus affinis	59477	AIG62263
Rhinolophus affinis	59477	AIG62264
Rhinolophus affinis	59477	AIG62265
Rhinolophus affinis	59477	AIG62266
Rhinolophus affinis	59477	AIG62267
Rhinolophus affinis	59477	AIG62268
Rhinolophus affinis	59477	AIG62269
Rhinolophus affinis	59477	AIG62270
Rhinolophus affinis	59477	AIG62271
Rhinolophus affinis	59477	AIG62272
Rhinolophus affinis	59477	AIG62273
Rhinolophus affinis	59477	AIG62274
Rhinolophus affinis	59477	AIG62275
Rhinolophus affinis	59477	AIG62276
Rhinolophus affinis	59477	AIG62277
Rhinolophus affinis	59477	AIG62278
Rhinolophus affinis	59477	AIG62279
Rhinolophus affinis	59477	AIG62280
Rhinolophus affinis	59477	AIG62281
Rhinolophus affinis	59477	AIG62282
Rhinolophus affinis	59477	AIG62283
Rhinolophus affinis	59477	AIG62284
Rhinolophus affinis	59477	AIG62285
Rhinolophus affinis	59477	AIG62286
Rhinolophus affinis	59477	AIG62287
Rhinolophus affinis	59477	AIG62288
Rhinolophus affinis	59477	AIG62289
Rhinolophus affinis	59477	AIG62290
Rhinolophus affinis	59477	AIG62291
Rhinolophus affinis	59477	AIG62292
Rhinolophus affinis	59477	AIG62293
Rhinolophus affinis	59477	AIG62294
Rhinolophus affinis	59477	AIG62295
Rhinolophus affinis	59477	AIG62296
Rhinolophus affinis	59477	AIG62297
Rhinolophus affinis	59477	AIG62298
Rhinolophus affinis	59477	AIG62299
Rhinolophus affinis	59477	AIG62300
Rhinolophus affinis	59477	AIG62301
Rhinolophus affinis	59477	AIG62302
Rhinolophus affinis	59477	AIG62303
Rhinolophus affinis	59477	AIG62304
Rhinolophus affinis	59477	AIG62305
Rhinolophus affinis	59477	AIG62306
Rhinolophus affinis	59477	AIG62307
Rhinolophus affinis	59477	AIG62308
Rhinolophus affinis	59477	AIG62309
Rhinolophus affinis	59477	AIG62310
Rhinolophus affinis	59477	AIG62311
Rhinolophus affinis	59477	AIG62312
Rhinolophus affinis	59477	AIG62313
Rhinolophus affinis	59477	AIG62314
Rhinolophus affinis	59477	AIG62315
Rhinolophus affinis	59477	AIG62316
Rhinolophus affinis	59477	AIG62317
Rhinolophus affinis	59477	AIG62318
Rhinolophus affinis	59477	AIG62319
Rhinolophus affinis	59477	AIG62320
Rhinolophus affinis	59477	AIG62321
Rhinolophus affinis	59477	AIG62322
Rhinolophus affinis	59477	AIG62323
Rhinolophus affinis	59477	AIG62324
Rhinolophus affinis	59477	AIG62325
Rhinolophus affinis	59477	AIG62326
Rhinolophus affinis	59477	AIG62327
Rhinolophus affinis	59477	AIG62328
Rhinolophus affinis	59477	AIG62329
Rhinolophus affinis	59477	AIG62330
Rhinolophus affinis	59477	AIG62331
Rhinolophus affinis	59477	AIG62332
Rhinolophus affinis	59477	AIG62333
Rhinolophus affinis	59477	AIG62334
Rhinolophus affinis	59477	AIG62335
Rhinolophus affinis	59477	AIG62336
Rhinolophus affinis	59477	AIG62337
Rhinolophus affinis	59477	AIG62338
Rhinolophus affinis	59477	AIG62339
Rhinolophus affinis	59477	AIG62340
Rhinolophus affinis	59477	AIG62341
Rhinolophus affinis	59477	AIG62342
Rhinolophus affinis	59477	AIG62343
Rhinolophus affinis	59477	AIG62344
Rhinolophus affinis	59477	AIG62345
Rhinolophus affinis	59477	AIG62346
Rhinolophus affinis	59477	AIG62347
Rhinolophus affinis	59477	AIG62348
Rhinolophus affinis	59477	AIG62349
Rhinolophus affinis	59477	AIG62350
Rhinolophus affinis	59477	AIG62351
Rhinolophus affinis	59477	AIG62352
Rhinolophus affinis	59477	AIG62353
Rhinolophus affinis	59477	AIG62354
Rhinolophus affinis	59477	AIG62355
Rhinolophus affinis	59477	AIG62356
Rhinolophus affinis	59477	AIG62357
Rhinolophus affinis	59477	AIG62358
Rhinolophus affinis	59477	AIG62359
Rhinolophus affinis	59477	AIG62360
Rhinolophus affinis	59477	AIG62361
Rhinolophus affinis	59477	AIG62362
Rhinolophus affinis	59477	AIG62363
Rhinolophus affinis	59477	AIG62364
Rhinolophus affinis	59477	AIG62365
Rhinolophus affinis	59477	AIG62366
Rhinolophus affinis	59477	AIG62367
Rhinolophus affinis	59477	AIG62368
Rhinolophus affinis	59477	AIS36271
Rhinolophus affinis	59477	AIS36272
Rhinolophus affinis	59477	AJF41148
Rhinolophus affinis	59477	AJF41156
Rhinolophus affinis	59477	AJF41174
Rhinolophus affinis	59477	AJF41190
Rhinolophus affinis	59477	AJF41195
Rhinolophus affinis	59477	AJF41230
Rhinolophus affinis	59477	AJF41238
Rhinolophus affinis	59477	AJG04854
Rhinolophus affinis	59477	AJG44183
Rhinolophus affinis	59477	AJO25031
Rhinolophus affinis	59477	AJO25033
Rhinolophus affinis	59477	AJO25035
Rhinolophus affinis	59477	AJR33003
Rhinolophus affinis	59477	AJR33004
Rhinolophus affinis	59477	AJR33005
Rhinolophus affinis	59477	AJR33006
Rhinolophus affinis	59477	AJR33007
Rhinolophus affinis	59477	AJR33008
Rhinolophus affinis	59477	AJR33009
Rhinolophus affinis	59477	AJR33010
Rhinolophus affinis	59477	AJR33011
Rhinolophus affinis	59477	AJR33012
Rhinolophus affinis	59477	AJR33013
Rhinolophus affinis	59477	AJR33014
Rhinolophus affinis	59477	AJR33015
Rhinolophus affinis	59477	AJR33016
Rhinolophus affinis	59477	AJR33017
Rhinolophus affinis	59477	AJR33018
Rhinolophus affinis	59477	AJR33019
Rhinolophus affinis	59477	AJR33020
Rhinolophus affinis	59477	AJR33021
Rhinolophus affinis	59477	AJR33022
Rhinolophus affinis	59477	AJR33023
Rhinolophus affinis	59477	AJR33024
Rhinolophus affinis	59477	AJR33025
Rhinolophus affinis	59477	ALD10306
Rhinolophus affinis	59477	ALD10307
Rhinolophus affinis	59477	ALD10308
Rhinolophus affinis	59477	ALD10309
Rhinolophus affinis	59477	ALD10310
Rhinolophus affinis	59477	ALD10311
Rhinolophus affinis	59477	ALD10312
Rhinolophus affinis	59477	ALD10313
Rhinolophus affinis	59477	ALD10314
Rhinolophus affinis	59477	ALD10315
Rhinolophus affinis	59477	ALD10316
Rhinolophus affinis	59477	ALD10317
Rhinolophus affinis	59477	ALD10318
Rhinolophus affinis	59477	ALD10319
Rhinolophus affinis	59477	ALD10320
Rhinolophus affinis	59477	ALD10321
Rhinolophus affinis	59477	ALD10322
Rhinolophus affinis	59477	ALD10323
Rhinolophus affinis	59477	ALD10324
Rhinolophus affinis	59477	ALD10325
Rhinolophus affinis	59477	ALD10326
Rhinolophus affinis	59477	ALD10327
Rhinolophus affinis	59477	ALD10328
Rhinolophus affinis	59477	ALD10329
Rhinolophus affinis	59477	ALD10330
Rhinolophus affinis	59477	ALD10331
Rhinolophus affinis	59477	ALD10332
Rhinolophus affinis	59477	ALD10333
Rhinolophus affinis	59477	ALD10334
Rhinolophus affinis	59477	ALD10335
Rhinolophus affinis	59477	ALD10336
Rhinolophus affinis	59477	ALD10337
Rhinolophus affinis	59477	ALD10338
Rhinolophus affinis	59477	ALD10339
Rhinolophus affinis	59477	ALD10340
Rhinolophus affinis	59477	ALD10341
Rhinolophus affinis	59477	ALD10342
Rhinolophus affinis	59477	AMB42840
Rhinolophus affinis	59477	AMB42842
Rhinolophus affinis	59477	AMH40347
Rhinolophus affinis	59477	AMH40348
Rhinolophus affinis	59477	AMH40349
Rhinolophus affinis	59477	APR72402
Rhinolophus affinis	59477	APR72763
Rhinolophus affinis	59477	APR72770
Rhinolophus affinis	59477	APR72779
Rhinolophus affinis	59477	AQA26650
Rhinolophus affinis	59477	ARQ82366
Rhinolophus affinis	59477	ARQ82380
Rhinolophus affinis	59477	ARQ82387
Rhinolophus affinis	59477	ARQ82394
Rhinolophus affinis	59477	ARQ82397
Rhinolophus affinis	59477	ARQ82412
Rhinolophus affinis	59477	ARQ82413
Rhinolophus affinis	59477	ARQ82416
Rhinolophus affinis	59477	AYE92747
Rhinolophus affinis	59477	QBO24330
Rhinolophus affinis	59477	QBO24395
Rhinolophus affinis	59477	QDK55461
Rhinolophus affinis	59477	QDK55462
Rhinolophus affinis	59477	QDK55463
Rhinolophus affinis	59477	QDK55464
Rhinolophus affinis	59477	QDK55465
Rhinolophus affinis	59477	QDK55466
Rhinolophus affinis	59477	QDK55467
Rhinolophus affinis	59477	QDK55468
Rhinolophus affinis	59477	QDK55469
Rhinolophus affinis	59477	QDK55470
Rhinolophus affinis	59477	QDK55471
Rhinolophus affinis	59477	QDK55472
Rhinolophus clivosus complex sp. 6 TD-2019	2603875	QEM21543
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21600
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21601
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21602
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21603
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21604
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21605
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21606
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21607
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21608
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21609
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21610
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21611
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21612
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21613
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21614
Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019	2603874	QEM21615
Rhinolophus luctus	337453	ABA29153
Rhinolophus luctus	337453	ABC00869
Rhinolophus luctus	337453	ABK35794
Rhinolophus luctus	337453	ABQ12900
Rhinolophus luctus	337453	ABQ12901
Rhinolophus luctus	337453	ABQ66147
Rhinolophus luctus	337453	ABW72054
Rhinolophus luctus	337453	ACD35967
Rhinolophus luctus	337453	ACI02079
Rhinolophus luctus	337453	ADQ51648
Rhinolophus luctus	337453	ADQ51649
Rhinolophus luctus	337453	ADQ51650
Rhinolophus luctus	337453	ADQ51651
Rhinolophus luctus	337453	ADQ51652
Rhinolophus luctus	337453	ADQ51653
Rhinolophus luctus	337453	ADQ51654
Rhinolophus luctus	337453	ADQ51655
Rhinolophus luctus	337453	ADQ51656
Rhinolophus luctus	337453	ADQ51657
Rhinolophus luctus	337453	ADR37891
Rhinolophus luctus	337453	AEA35738
Rhinolophus luctus	337453	AEA35739
Rhinolophus luctus	337453	AET43757
Rhinolophus luctus	337453	AEV44493
Rhinolophus luctus	337453	AEV44494
Rhinolophus luctus	337453	AEV44495
Rhinolophus luctus	337453	AEV44496
Rhinolophus luctus	337453	AEV44497
Rhinolophus luctus	337453	AEV44498
Rhinolophus luctus	337453	AEV44499
Rhinolophus luctus	337453	AEV44500
Rhinolophus luctus	337453	AEV44501
Rhinolophus luctus	337453	AEV44502
Rhinolophus luctus	337453	AEV44503
Rhinolophus luctus	337453	AEV44504
Rhinolophus luctus	337453	AEV44505
Rhinolophus luctus	337453	AFY05637
Rhinolophus luctus	337453	AHF46162
Rhinolophus luctus	337453	AJQ24112
Rhinolophus luctus	337453	AJQ24146
Rhinolophus luctus	337453	AJQ24177
Rhinolophus luctus	337453	AJQ24237
Rhinolophus luctus	337453	AJQ24273
Rhinolophus luctus	337453	AJQ24308
Rhinolophus luctus	337453	AJQ24342
Rhinolophus luctus	337453	AJQ24377
Rhinolophus luctus	337453	AJQ24406
Rhinolophus luctus	337453	AJQ24440
Rhinolophus luctus	337453	AJQ24470
Rhinolophus luctus	337453	AJQ24499
Rhinolophus luctus	337453	AMB43230
Rhinolophus luctus	337453	AMB43237
Rhinolophus luctus	337453	AMB43246
Rhinolophus luctus	337453	AMH40350
Rhinolophus luctus	337453	AMH40351
Rhinolophus luctus	337453	AMH40352
Rhinolophus luctus	337453	AMJ39040
Rhinolophus luctus	337453	AMJ39381
Rhinolophus luctus	337453	ASR18900
Rhinolophus robinsoni	526812	ACD35969
Rhinolophus monticolus	1871414	ANQ46689
Rhinolophus monticolus	1871414	ANQ46698
Rhinolophus monticolus	1871414	ANQ46699
Rhinolophus morio	1704492	
Rhinolophus simulator complex sp. 2 TD-2019	2603884	QEM21661
Rhinolophus simulator complex sp. 2 TD-2019	2603884	QEM21662
Rhinolophus simulator complex sp. 2 TD-2019	2603884	QEM21663
Rhinolophus simulator complex sp. 2 TD-2019	2603884	QEM21664
Rhinolophus simulator complex sp. 2 TD-2019	2603884	QEM21665
Rhinolophus simulator complex sp. 2 TD-2019	2603884	QEM21666
Rhinolophus hildebrandtii complex sp. 2 TD-2019	2603882	QEM21464
Rhinolophus hildebrandtii complex sp. 2 TD-2019	2603882	QEM21633
Rhinolophus hildebrandtii complex sp. 2 TD-2019	2603882	QEM21634
Rhinolophus hildebrandtii complex sp. 2 TD-2019	2603882	QEM21635
Rhinolophus hildebrandtii complex sp. 2 TD-2019	2603882	QEM21636
Rhinolophus hildebrandtii complex sp. 2 TD-2019	2603882	QEM21637
Rhinolophus hildebrandtii complex sp. 2 TD-2019	2603882	QEM21638
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21649
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21650
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21651
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21652
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21653
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21654
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21655
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21656
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21657
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21658
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21659
Rhinolophus simulator complex sp. 1 TD-2019	2603883	QEM21660
Rhinolophus fumigatus/eloquens complex sp. 8 TD-2019	2603880	QEM21620
Rhinolophus fumigatus/eloquens complex sp. 8 TD-2019	2603880	QEM21621
Rhinolophus fumigatus/eloquens complex sp. 8 TD-2019	2603880	QEM21622
Rhinolophus fumigatus/eloquens complex sp. 8 TD-2019	2603880	QEM21623
Rhinolophus fumigatus/eloquens complex sp. 8 TD-2019	2603880	QEM21624
Rhinolophus fumigatus/eloquens complex sp. 8 TD-2019	2603880	QEM21625
Rhinolophus hildebrandtii complex sp. 1 TD-2019	2603881	QEM21626
Rhinolophus hildebrandtii complex sp. 1 TD-2019	2603881	QEM21627
Rhinolophus hildebrandtii complex sp. 1 TD-2019	2603881	QEM21628
Rhinolophus hildebrandtii complex sp. 1 TD-2019	2603881	QEM21629
Rhinolophus hildebrandtii complex sp. 1 TD-2019	2603881	QEM21630
Rhinolophus hildebrandtii complex sp. 1 TD-2019	2603881	QEM21631
Rhinolophus hildebrandtii complex sp. 1 TD-2019	2603881	QEM21632
Rhinolophus sp. BOLD:AAB4878	1158970	AFD12486
Rhinolophus mehelyi	342862	ABA26438
Rhinolophus mehelyi	342862	ABA26439
Rhinolophus mehelyi	342862	ACA84216
Rhinolophus mehelyi	342862	ACC17819
Rhinolophus mehelyi	342862	ACQ99576
Rhinolophus mehelyi	342862	ADZ95163
Rhinolophus mehelyi	342862	AGQ45187
Rhinolophus mehelyi	342862	AGQ45188
Rhinolophus mehelyi	342862	AGS07135
Rhinolophus mehelyi	342862	AGS07271
Rhinolophus mehelyi	342862	AGS07272
Rhinolophus mehelyi	342862	AMJ38704
Rhinolophus mehelyi	342862	AMJ38705
Rhinolophus mehelyi	342862	AMJ38817
Rhinolophus mehelyi	342862	AMJ38818
Rhinolophus mehelyi	342862	AMJ38929
Rhinolophus mehelyi	342862	AMJ38930
Rhinolophus mehelyi	342862	AMJ39041
Rhinolophus mehelyi	342862	AMJ39042
Rhinolophus mehelyi	342862	AMJ39157
Rhinolophus mehelyi	342862	AMJ39158
Rhinolophus mehelyi	342862	AMJ39269
Rhinolophus mehelyi	342862	AMJ39270
Rhinolophus mehelyi	342862	AMJ39382
Rhinolophus mehelyi	342862	AMJ39383
Rhinolophus mehelyi	342862	AWH63134
Rhinolophus mehelyi	342862	AWH63135
Rhinolophus mehelyi	342862	CCA89734
Rhinolophus mehelyi	342862	CCA89735
Rhinolophus mehelyi	342862	CCA89736
Rhinolophus mehelyi	342862	CCA89737
Rhinolophus mehelyi	342862	CCA89738
Rhinolophus sp. CN 2016	2448836	
Rhinolophus fumigatus	302410	ACC17825
Rhinolophus fumigatus	302410	ACJ68418
Rhinolophus fumigatus	302410	ACO48477
Rhinolophus fumigatus	302410	ACO48478
Rhinolophus fumigatus	302410	ACQ99564
Rhinolophus fumigatus	302410	ACQ99565
Rhinolophus fumigatus	302410	AGL73889
Rhinolophus fumigatus	302410	AGL73890
Rhinolophus fumigatus	302410	AGL73891
Rhinolophus fumigatus	302410	AHB86541
Rhinolophus fumigatus	302410	AMJ38656
Rhinolophus fumigatus	302410	AMJ38657
Rhinolophus fumigatus	302410	AMJ38658
Rhinolophus fumigatus	302410	AMJ38659
Rhinolophus fumigatus	302410	AMJ38660
Rhinolophus fumigatus	302410	AMJ38661
Rhinolophus fumigatus	302410	AMJ38662
Rhinolophus fumigatus	302410	AMJ38663
Rhinolophus fumigatus	302410	AMJ38664
Rhinolophus fumigatus	302410	AMJ38665
Rhinolophus fumigatus	302410	AMJ38666
Rhinolophus fumigatus	302410	AMJ38667
Rhinolophus fumigatus	302410	AMJ38668
Rhinolophus fumigatus	302410	AMJ38669
Rhinolophus fumigatus	302410	AMJ38670
Rhinolophus fumigatus	302410	AMJ38671
Rhinolophus fumigatus	302410	AMJ38672
Rhinolophus fumigatus	302410	AMJ38673
Rhinolophus fumigatus	302410	AMJ38674
Rhinolophus fumigatus	302410	AMJ38675
Rhinolophus fumigatus	302410	AMJ38676
Rhinolophus fumigatus	302410	AMJ38677
Rhinolophus fumigatus	302410	AMJ38678
Rhinolophus fumigatus	302410	AMJ38679
Rhinolophus fumigatus	302410	AMJ38680
Rhinolophus fumigatus	302410	AMJ38681
Rhinolophus fumigatus	302410	AMJ38682
Rhinolophus fumigatus	302410	AMJ38683
Rhinolophus fumigatus	302410	AMJ38769
Rhinolophus fumigatus	302410	AMJ38770
Rhinolophus fumigatus	302410	AMJ38771
Rhinolophus fumigatus	302410	AMJ38772
Rhinolophus fumigatus	302410	AMJ38773
Rhinolophus fumigatus	302410	AMJ38774
Rhinolophus fumigatus	302410	AMJ38775
Rhinolophus fumigatus	302410	AMJ38776
Rhinolophus fumigatus	302410	AMJ38777
Rhinolophus fumigatus	302410	AMJ38778
Rhinolophus fumigatus	302410	AMJ38779
Rhinolophus fumigatus	302410	AMJ38780
Rhinolophus fumigatus	302410	AMJ38781
Rhinolophus fumigatus	302410	AMJ38782
Rhinolophus fumigatus	302410	AMJ38783
Rhinolophus fumigatus	302410	AMJ38784
Rhinolophus fumigatus	302410	AMJ38785
Rhinolophus fumigatus	302410	AMJ38786
Rhinolophus fumigatus	302410	AMJ38787
Rhinolophus fumigatus	302410	AMJ38788
Rhinolophus fumigatus	302410	AMJ38789
Rhinolophus fumigatus	302410	AMJ38790
Rhinolophus fumigatus	302410	AMJ38791
Rhinolophus fumigatus	302410	AMJ38792
Rhinolophus fumigatus	302410	AMJ38793
Rhinolophus fumigatus	302410	AMJ38794
Rhinolophus fumigatus	302410	AMJ38795
Rhinolophus fumigatus	302410	AMJ38796
Rhinolophus fumigatus	302410	AMJ38882
Rhinolophus fumigatus	302410	AMJ38883
Rhinolophus fumigatus	302410	AMJ38884
Rhinolophus fumigatus	302410	AMJ38885
Rhinolophus fumigatus	302410	AMJ38886
Rhinolophus fumigatus	302410	AMJ38887
Rhinolophus fumigatus	302410	AMJ38888
Rhinolophus fumigatus	302410	AMJ38889
Rhinolophus fumigatus	302410	AMJ38890
Rhinolophus fumigatus	302410	AMJ38891
Rhinolophus fumigatus	302410	AMJ38892
Rhinolophus fumigatus	302410	AMJ38893
Rhinolophus fumigatus	302410	AMJ38894
Rhinolophus fumigatus	302410	AMJ38895
Rhinolophus fumigatus	302410	AMJ38896
Rhinolophus fumigatus	302410	AMJ38897
Rhinolophus fumigatus	302410	AMJ38898
Rhinolophus fumigatus	302410	AMJ38899
Rhinolophus fumigatus	302410	AMJ38900
Rhinolophus fumigatus	302410	AMJ38901
Rhinolophus fumigatus	302410	AMJ38902
Rhinolophus fumigatus	302410	AMJ38903
Rhinolophus fumigatus	302410	AMJ38904
Rhinolophus fumigatus	302410	AMJ38905
Rhinolophus fumigatus	302410	AMJ38906
Rhinolophus fumigatus	302410	AMJ38907
Rhinolophus fumigatus	302410	AMJ38908
Rhinolophus fumigatus	302410	AMJ38993
Rhinolophus fumigatus	302410	AMJ38994
Rhinolophus fumigatus	302410	AMJ38995
Rhinolophus fumigatus	302410	AMJ38996
Rhinolophus fumigatus	302410	AMJ38997
Rhinolophus fumigatus	302410	AMJ38998
Rhinolophus fumigatus	302410	AMJ38999
Rhinolophus fumigatus	302410	AMJ39000
Rhinolophus fumigatus	302410	AMJ39001
Rhinolophus fumigatus	302410	AMJ39002
Rhinolophus fumigatus	302410	AMJ39003
Rhinolophus fumigatus	302410	AMJ39004
Rhinolophus fumigatus	302410	AMJ39005
Rhinolophus fumigatus	302410	AMJ39006
Rhinolophus fumigatus	302410	AMJ39007
Rhinolophus fumigatus	302410	AMJ39008
Rhinolophus fumigatus	302410	AMJ39009
Rhinolophus fumigatus	302410	AMJ39010
Rhinolophus fumigatus	302410	AMJ39011
Rhinolophus fumigatus	302410	AMJ39012
Rhinolophus fumigatus	302410	AMJ39013
Rhinolophus fumigatus	302410	AMJ39014
Rhinolophus fumigatus	302410	AMJ39015
Rhinolophus fumigatus	302410	AMJ39016
Rhinolophus fumigatus	302410	AMJ39017
Rhinolophus fumigatus	302410	AMJ39018
Rhinolophus fumigatus	302410	AMJ39110
Rhinolophus fumigatus	302410	AMJ39111
Rhinolophus fumigatus	302410	AMJ39112
Rhinolophus fumigatus	302410	AMJ39113
Rhinolophus fumigatus	302410	AMJ39114
Rhinolophus fumigatus	302410	AMJ39115
Rhinolophus fumigatus	302410	AMJ39116
Rhinolophus fumigatus	302410	AMJ39117
Rhinolophus fumigatus	302410	AMJ39118
Rhinolophus fumigatus	302410	AMJ39119
Rhinolophus fumigatus	302410	AMJ39120
Rhinolophus fumigatus	302410	AMJ39121
Rhinolophus fumigatus	302410	AMJ39122
Rhinolophus fumigatus	302410	AMJ39123
Rhinolophus fumigatus	302410	AMJ39124
Rhinolophus fumigatus	302410	AMJ39125
Rhinolophus fumigatus	302410	AMJ39126
Rhinolophus fumigatus	302410	AMJ39127
Rhinolophus fumigatus	302410	AMJ39128
Rhinolophus fumigatus	302410	AMJ39129
Rhinolophus fumigatus	302410	AMJ39130
