SpeciesName	NCBI_TaxID	accession
Rhinolophus hipposideros	77218	AGT39683
Rhinolophus hipposideros	77218	AGT39684
Rhinolophus hipposideros	77218	AGT39685
Rhinolophus hipposideros	77218	AGT39686
Rhinolophus hipposideros	77218	AGT39687
Rhinolophus hipposideros	77218	AGT39688
Rhinolophus hipposideros	77218	AGT39689
Rhinolophus hipposideros	77218	AGT39690
Rhinolophus hipposideros	77218	AGT39691
Rhinolophus hipposideros	77218	AGT39692
Rhinolophus hipposideros	77218	AGT39693
Rhinolophus hipposideros	77218	AGT39694
Rhinolophus hipposideros	77218	AGT39695
Rhinolophus hipposideros	77218	AGT39696
Rhinolophus hipposideros	77218	AGT39697
Rhinolophus hipposideros	77218	AGT39698
Rhinolophus hipposideros	77218	AGT39699
Rhinolophus hipposideros	77218	AGT39700
Rhinolophus hipposideros	77218	AGT39701
Rhinolophus hipposideros	77218	AGT39702
Rhinolophus hipposideros	77218	AGT39703
Rhinolophus hipposideros	77218	AGT39704
Rhinolophus hipposideros	77218	AGT39705
Rhinolophus hipposideros	77218	AGT39706
Rhinolophus hipposideros	77218	AGT39707
Rhinolophus hipposideros	77218	AGT39708
Rhinolophus hipposideros	77218	AGT39709
Rhinolophus hipposideros	77218	AGT39710
Rhinolophus hipposideros	77218	AGT39711
Rhinolophus hipposideros	77218	AGT39712
Rhinolophus hipposideros	77218	AGT39713
Rhinolophus hipposideros	77218	AGT39714
Rhinolophus hipposideros	77218	AGT39715
Rhinolophus hipposideros	77218	AGT39716
Rhinolophus hipposideros	77218	AGT39717
Rhinolophus hipposideros	77218	AGT39718
Rhinolophus hipposideros	77218	AGT39719
Rhinolophus hipposideros	77218	AGT39720
Rhinolophus hipposideros	77218	AGT39721
Rhinolophus hipposideros	77218	AGT39722
Rhinolophus hipposideros	77218	AGT39723
Rhinolophus hipposideros	77218	AGT39724
Rhinolophus hipposideros	77218	AGT39725
Rhinolophus hipposideros	77218	AGT39726
Rhinolophus hipposideros	77218	AGT39727
Rhinolophus hipposideros	77218	AGT39728
Rhinolophus hipposideros	77218	AGT39729
Rhinolophus hipposideros	77218	AGT39730
Rhinolophus hipposideros	77218	AGT39731
Rhinolophus hipposideros	77218	AGT39732
Rhinolophus hipposideros	77218	AGT39733
Rhinolophus hipposideros	77218	AGT39734
Rhinolophus hipposideros	77218	AGT39735
Rhinolophus hipposideros	77218	AGT39736
Rhinolophus hipposideros	77218	AGT39737
Rhinolophus hipposideros	77218	AGT39738
Rhinolophus hipposideros	77218	AGT39739
Rhinolophus hipposideros	77218	AGT39740
Rhinolophus hipposideros	77218	AGT39741
Rhinolophus hipposideros	77218	AGT39742
Rhinolophus hipposideros	77218	AGT39743
Rhinolophus hipposideros	77218	AGT39744
Rhinolophus hipposideros	77218	AGT39745
Rhinolophus hipposideros	77218	AGT39746
Rhinolophus hipposideros	77218	AGT39747
Rhinolophus hipposideros	77218	AGT39748
Rhinolophus hipposideros	77218	AGT39749
Rhinolophus hipposideros	77218	AGT39750
Rhinolophus hipposideros	77218	AGT39751
Rhinolophus hipposideros	77218	AGT39752
Rhinolophus hipposideros	77218	AGT39753
Rhinolophus hipposideros	77218	AGT39754
Rhinolophus hipposideros	77218	AGT39755
Rhinolophus hipposideros	77218	AGT39756
Rhinolophus hipposideros	77218	AGT39757
Rhinolophus hipposideros	77218	AGT39758
Rhinolophus hipposideros	77218	AGT39759
Rhinolophus hipposideros	77218	AGT39760
Rhinolophus hipposideros	77218	AGT39761
Rhinolophus hipposideros	77218	AGT39762
Rhinolophus hipposideros	77218	AGT39763
Rhinolophus hipposideros	77218	AGT39764
Rhinolophus hipposideros	77218	AGT39765
Rhinolophus hipposideros	77218	AGT39766
Rhinolophus hipposideros	77218	AGT39767
Rhinolophus hipposideros	77218	AGT39768
Rhinolophus hipposideros	77218	AGT39769
Rhinolophus hipposideros	77218	AGT39770
Rhinolophus hipposideros	77218	AGT39771
Rhinolophus hipposideros	77218	AGT39772
Rhinolophus hipposideros	77218	AGT39773
Rhinolophus hipposideros	77218	AGT39774
Rhinolophus hipposideros	77218	AGT39775
Rhinolophus hipposideros	77218	AGT39776
Rhinolophus hipposideros	77218	AGT39777
Rhinolophus hipposideros	77218	AGT39778
Rhinolophus hipposideros	77218	AGT39779
Rhinolophus hipposideros	77218	AGT39780
Rhinolophus hipposideros	77218	AGT39781
Rhinolophus hipposideros	77218	AGT39782
Rhinolophus hipposideros	77218	AGT39783
Rhinolophus hipposideros	77218	AGT39784
Rhinolophus hipposideros	77218	AGT39785
Rhinolophus hipposideros	77218	AGT39786
Rhinolophus hipposideros	77218	AGT39787
Rhinolophus hipposideros	77218	AGT39788
Rhinolophus hipposideros	77218	AGT39789
Rhinolophus hipposideros	77218	AGT39790
Rhinolophus hipposideros	77218	AGT39791
Rhinolophus hipposideros	77218	AGT39792
Rhinolophus hipposideros	77218	AGT39793
Rhinolophus hipposideros	77218	AGT39794
Rhinolophus hipposideros	77218	AGT39795
Rhinolophus hipposideros	77218	AGT39796
Rhinolophus hipposideros	77218	AGT39797
Rhinolophus hipposideros	77218	AGT39798
Rhinolophus hipposideros	77218	AGT39799
Rhinolophus hipposideros	77218	AGT39800
Rhinolophus hipposideros	77218	AGT39801
Rhinolophus hipposideros	77218	AGT39802
Rhinolophus hipposideros	77218	AGT39803
Rhinolophus hipposideros	77218	AGT39804
Rhinolophus hipposideros	77218	AGT39805
Rhinolophus hipposideros	77218	AGT39806
Rhinolophus hipposideros	77218	AGT39807
Rhinolophus hipposideros	77218	AGT39808
Rhinolophus hipposideros	77218	AGT39809
Rhinolophus hipposideros	77218	AGT39810
Rhinolophus hipposideros	77218	AGT39811
Rhinolophus hipposideros	77218	AGT39812
Rhinolophus hipposideros	77218	AGT39813
Rhinolophus hipposideros	77218	AGT39814
Rhinolophus hipposideros	77218	AGT39815
Rhinolophus hipposideros	77218	AGT39816
Rhinolophus hipposideros	77218	AGT39817
Rhinolophus hipposideros	77218	AGT39818
Rhinolophus hipposideros	77218	AGT39819
Rhinolophus hipposideros	77218	AGT39820
Rhinolophus hipposideros	77218	AGT39821
Rhinolophus hipposideros	77218	AGT39822
Rhinolophus hipposideros	77218	AGT39823
Rhinolophus hipposideros	77218	AGT39824
Rhinolophus hipposideros	77218	AGT39825
Rhinolophus hipposideros	77218	AGT39826
Rhinolophus hipposideros	77218	AGT39827
Rhinolophus hipposideros	77218	AGT39828
Rhinolophus hipposideros	77218	AGT39829
Rhinolophus hipposideros	77218	AGT39830
Rhinolophus hipposideros	77218	AGT39831
Rhinolophus hipposideros	77218	AHN62121
Rhinolophus hipposideros	77218	AHN62122
Rhinolophus hipposideros	77218	AHN62203
Rhinolophus hipposideros	77218	AHN62204
Rhinolophus hipposideros	77218	AHN62205
Rhinolophus hipposideros	77218	AHN62206
Rhinolophus hipposideros	77218	AHN62207
Rhinolophus hipposideros	77218	AHN62208
Rhinolophus hipposideros	77218	AHN62233
Rhinolophus hipposideros	77218	AHN62269
Rhinolophus hipposideros	77218	AHN62505
Rhinolophus hipposideros	77218	AHN62506
Rhinolophus hipposideros	77218	AHN62507
Rhinolophus hipposideros	77218	AHN62508
Rhinolophus hipposideros	77218	AHN62509
Rhinolophus hipposideros	77218	AHN62510
Rhinolophus hipposideros	77218	AHN62511
Rhinolophus hipposideros	77218	AHN62512
Rhinolophus hipposideros	77218	AHN62513
Rhinolophus hipposideros	77218	AHN62514
Rhinolophus hipposideros	77218	AHN62515
Rhinolophus hipposideros	77218	AHN62516
Rhinolophus hipposideros	77218	AHN62517
Rhinolophus hipposideros	77218	AHN62518
Rhinolophus hipposideros	77218	AHW52609
Rhinolophus hipposideros	77218	AHW52610
Rhinolophus hipposideros	77218	AHW52611
Rhinolophus hipposideros	77218	AHW52612
Rhinolophus hipposideros	77218	AHW52613
Rhinolophus hipposideros	77218	AHW52799
Rhinolophus hipposideros	77218	AHW52800
Rhinolophus hipposideros	77218	AHW52801
Rhinolophus hipposideros	77218	AHW52802
Rhinolophus hipposideros	77218	AHW52803
Rhinolophus hipposideros	77218	AHW52804
Rhinolophus hipposideros	77218	AHW52805
Rhinolophus hipposideros	77218	AHW52806
Rhinolophus hipposideros	77218	AHW52807
Rhinolophus hipposideros	77218	AHW52808
Rhinolophus hipposideros	77218	AHW52809
Rhinolophus hipposideros	77218	AHW52810
Rhinolophus hipposideros	77218	AHW52811
Rhinolophus hipposideros	77218	AHW53085
Rhinolophus hipposideros	77218	AHW53086
Rhinolophus hipposideros	77218	AHW53087
Rhinolophus hipposideros	77218	AHW53088
Rhinolophus hipposideros	77218	AHW53089
Rhinolophus hipposideros	77218	AHW53090
Rhinolophus hipposideros	77218	AHW53091
Rhinolophus hipposideros	77218	AHW53092
Rhinolophus hipposideros	77218	AHW53093
Rhinolophus hipposideros	77218	AHW53094
Rhinolophus hipposideros	77218	AHW53264
Rhinolophus hipposideros	77218	AHW53265
Rhinolophus hipposideros	77218	AHW53266
Rhinolophus hipposideros	77218	AHW53267
Rhinolophus hipposideros	77218	AHW53268
Rhinolophus hipposideros	77218	AHW53269
Rhinolophus hipposideros	77218	AHW53270
Rhinolophus hipposideros	77218	AHW53271
Rhinolophus hipposideros	77218	AHW53272
Rhinolophus hipposideros	77218	AHW53273
Rhinolophus hipposideros	77218	AHW53470
Rhinolophus hipposideros	77218	AHW53471
Rhinolophus hipposideros	77218	AHW53472
Rhinolophus hipposideros	77218	AHW53473
Rhinolophus hipposideros	77218	AHW53474
Rhinolophus hipposideros	77218	AHW53475
Rhinolophus hipposideros	77218	AHW53476
Rhinolophus hipposideros	77218	AHW53477
Rhinolophus hipposideros	77218	AHW53478
Rhinolophus hipposideros	77218	AHW53479
Rhinolophus hipposideros	77218	AHW53480
Rhinolophus hipposideros	77218	AHW53481
Rhinolophus hipposideros	77218	AHW54004
Rhinolophus hipposideros	77218	AHW54170
Rhinolophus hipposideros	77218	AHW54171
Rhinolophus hipposideros	77218	AHW54172
Rhinolophus hipposideros	77218	AHW54173
Rhinolophus hipposideros	77218	AHW54174
Rhinolophus hipposideros	77218	AHW54175
Rhinolophus hipposideros	77218	AHW54176
Rhinolophus hipposideros	77218	AHW54177
Rhinolophus hipposideros	77218	AHW54943
Rhinolophus hipposideros	77218	AHW54944
Rhinolophus hipposideros	77218	AHW54945
Rhinolophus hipposideros	77218	AHW54946
Rhinolophus hipposideros	77218	AHW54947
Rhinolophus hipposideros	77218	AHW54948
Rhinolophus hipposideros	77218	AHW54949
Rhinolophus hipposideros	77218	AHW54950
Rhinolophus hipposideros	77218	AHW54951
Rhinolophus hipposideros	77218	AHW54952
Rhinolophus hipposideros	77218	AHW54953
Rhinolophus hipposideros	77218	AHW54954
Rhinolophus hipposideros	77218	AHW54955
Rhinolophus hipposideros	77218	AHW54956
Rhinolophus hipposideros	77218	AHW54957
Rhinolophus hipposideros	77218	AHW54958
Rhinolophus hipposideros	77218	AHW54959
Rhinolophus hipposideros	77218	AHW54960
Rhinolophus hipposideros	77218	AHW54961
Rhinolophus hipposideros	77218	AHW54962
Rhinolophus hipposideros	77218	AHW54963
Rhinolophus hipposideros	77218	AHW54964
Rhinolophus hipposideros	77218	AHW54965
Rhinolophus hipposideros	77218	AHW54966
Rhinolophus hipposideros	77218	AHW54967
Rhinolophus hipposideros	77218	AHW54968
Rhinolophus hipposideros	77218	AHW54969
Rhinolophus hipposideros	77218	AHW54970
Rhinolophus hipposideros	77218	AHW54971
Rhinolophus hipposideros	77218	AHW54972
Rhinolophus hipposideros	77218	AHW54973
Rhinolophus hipposideros	77218	AHW54974
Rhinolophus hipposideros	77218	AHW54975
Rhinolophus hipposideros	77218	AHW54976
Rhinolophus hipposideros	77218	AHW54977
Rhinolophus hipposideros	77218	AHW54978
Rhinolophus hipposideros	77218	AHW54979
Rhinolophus hipposideros	77218	AHW54980
Rhinolophus hipposideros	77218	AHW54981
Rhinolophus hipposideros	77218	AHW54982
Rhinolophus hipposideros	77218	AHW54983
Rhinolophus hipposideros	77218	AHW55492
Rhinolophus hipposideros	77218	AHW55493
Rhinolophus hipposideros	77218	AHW55494
Rhinolophus hipposideros	77218	AHW55495
Rhinolophus hipposideros	77218	AHW55496
Rhinolophus hipposideros	77218	AHW55497
Rhinolophus hipposideros	77218	AHW55498
Rhinolophus hipposideros	77218	AHW55499
Rhinolophus hipposideros	77218	AHW55500
Rhinolophus hipposideros	77218	AHW55501
Rhinolophus hipposideros	77218	AHW55502
Rhinolophus hipposideros	77218	AHW55503
Rhinolophus hipposideros	77218	AHW55504
Rhinolophus hipposideros	77218	AHW55505
Rhinolophus hipposideros	77218	AHW55825
Rhinolophus hipposideros	77218	AHW55826
Rhinolophus hipposideros	77218	AHW55827
Rhinolophus hipposideros	77218	AHW55828
Rhinolophus hipposideros	77218	AHW55829
Rhinolophus hipposideros	77218	AHW55830
Rhinolophus hipposideros	77218	AHW55831
Rhinolophus hipposideros	77218	AHW55832
Rhinolophus hipposideros	77218	AHW55833
Rhinolophus hipposideros	77218	AHW55834
Rhinolophus hipposideros	77218	AHW55835
Rhinolophus hipposideros	77218	AHW55836
Rhinolophus hipposideros	77218	AHW55837
Rhinolophus hipposideros	77218	AHW55838
Rhinolophus hipposideros	77218	AHW55839
Rhinolophus hipposideros	77218	AHW55840
Rhinolophus hipposideros	77218	AHW55841
Rhinolophus hipposideros	77218	AHW55842
Rhinolophus hipposideros	77218	AHW55843
Rhinolophus hipposideros	77218	AHW55844
Rhinolophus hipposideros	77218	AHW56230
Rhinolophus hipposideros	77218	AHW56231
Rhinolophus hipposideros	77218	AHW56232
Rhinolophus hipposideros	77218	AHW56233
Rhinolophus hipposideros	77218	AHW56234
Rhinolophus hipposideros	77218	AHW56235
Rhinolophus hipposideros	77218	AHW56236
Rhinolophus hipposideros	77218	AHW56237
Rhinolophus hipposideros	77218	AHW56238
Rhinolophus hipposideros	77218	AHW56239
Rhinolophus hipposideros	77218	AHW56240
Rhinolophus hipposideros	77218	AHW56241
Rhinolophus hipposideros	77218	AJQ24105
Rhinolophus hipposideros	77218	AJQ24139
Rhinolophus hipposideros	77218	AJQ24170
Rhinolophus hipposideros	77218	AJQ24202
Rhinolophus hipposideros	77218	AJQ24265
Rhinolophus hipposideros	77218	AJQ24301
Rhinolophus hipposideros	77218	AJQ24335
Rhinolophus hipposideros	77218	AJQ24369
Rhinolophus hipposideros	77218	AJQ24399
Rhinolophus hipposideros	77218	AJQ24433
Rhinolophus hipposideros	77218	AJQ24492
Rhinolophus hipposideros	77218	AMB43223
Rhinolophus hipposideros	77218	AMB43231
Rhinolophus hipposideros	77218	AMB43238
Rhinolophus hipposideros	77218	AMJ38699
Rhinolophus hipposideros	77218	AMJ38812
Rhinolophus hipposideros	77218	AMJ38924
Rhinolophus hipposideros	77218	AMJ39034
Rhinolophus hipposideros	77218	AMJ39035
Rhinolophus hipposideros	77218	AMJ39264
Rhinolophus hipposideros	77218	AMJ39377
Rhinolophus hipposideros	77218	AOC60647
Rhinolophus hipposideros	77218	AOS88350
Rhinolophus hipposideros	77218	AOS88351
Rhinolophus hipposideros	77218	ATJ04186
Rhinolophus hipposideros	77218	ATJ04187
Rhinolophus hipposideros	77218	ATJ04188
Rhinolophus hipposideros	77218	ATJ04189
Rhinolophus hipposideros	77218	CCA89732
Rhinolophus hipposideros	77218	CCA89733
Rhinolophus hipposideros	77218	QCW07562
Rhinolophus shameli	608708	ACQ99578
Rhinolophus shameli	608708	ADQ51843
Rhinolophus shameli	608708	ADQ51844
Rhinolophus shameli	608708	ADQ51845
Rhinolophus shameli	608708	ADQ51846
Rhinolophus shameli	608708	ADQ51847
Rhinolophus shameli	608708	ADQ51848
Rhinolophus shameli	608708	ADQ51849
Rhinolophus shameli	608708	ADQ51850
Rhinolophus shameli	608708	ADQ51851
Rhinolophus shameli	608708	ADQ51852
Rhinolophus shameli	608708	ADQ51853
Rhinolophus shameli	608708	ADQ51854
Rhinolophus shameli	608708	ADQ51855
Rhinolophus shameli	608708	ADQ51856
Rhinolophus shameli	608708	ADQ51857
Rhinolophus shameli	608708	ADQ51858
Rhinolophus shameli	608708	ADQ51859
Rhinolophus shameli	608708	ADQ51860
Rhinolophus shameli	608708	ADQ51861
Rhinolophus shameli	608708	AEA35788
Rhinolophus shameli	608708	AEA35789
Rhinolophus shameli	608708	AEA35790
Rhinolophus shameli	608708	AEA35791
Rhinolophus shameli	608708	AET43762
Rhinolophus shameli	608708	AJQ24106
Rhinolophus shameli	608708	AJQ24140
Rhinolophus shameli	608708	AJQ24171
Rhinolophus shameli	608708	AJQ24203
Rhinolophus shameli	608708	AJQ24230
Rhinolophus shameli	608708	AJQ24266
Rhinolophus shameli	608708	AJQ24302
Rhinolophus shameli	608708	AJQ24336
Rhinolophus shameli	608708	AJQ24370
Rhinolophus shameli	608708	AJQ24400
Rhinolophus shameli	608708	AJQ24434
Rhinolophus shameli	608708	AJQ24464
Rhinolophus shameli	608708	AJQ24493
Rhinolophus shameli	608708	AMB43224
Rhinolophus shameli	608708	AMB43232
Rhinolophus shameli	608708	AMB43239
Rhinolophus shameli	608708	AMJ39044
Rhinolophus huananus	2304487	AXQ04195
Rhinolophus huananus	2304487	AXQ04196
Rhinolophus huananus	2304487	AXQ04197
Rhinolophus huananus	2304487	AXQ04198
Rhinolophus huananus	2304487	AXQ04199
Rhinolophus huananus	2304487	AXQ04201
Rhinolophus huananus	2304487	AXQ04202
Rhinolophus huananus	2304487	AXQ04203
Rhinolophus huananus	2304487	AXQ04204
Rhinolophus huananus	2304487	AXQ04205
Rhinolophus huananus	2304487	AXQ04206
Rhinolophus huananus	2304487	AXQ04207
Rhinolophus huananus	2304487	AXQ04208
Rhinolophus huananus	2304487	AXQ04209
Rhinolophus huananus	2304487	AXQ04210
Rhinolophus huananus	2304487	AXQ04211
Rhinolophus huananus	2304487	AXQ04212
Rhinolophus huananus	2304487	AXQ04213
Rhinolophus huananus	2304487	AXQ04214
Rhinolophus huananus	2304487	AXQ04215
Rhinolophus huananus	2304487	AXQ04217
Rhinolophus huananus	2304487	AXQ04218
Rhinolophus huananus	2304487	AXQ04292
Rhinolophus huananus	2304487	AXQ04293
Rhinolophus huananus	2304487	AXQ04294
Rhinolophus huananus	2304487	AXQ04323
Rhinolophus huananus	2304487	AXQ04324
Rhinolophus huananus	2304487	AXQ04325
Rhinolophus huananus	2304487	AXQ04326
Rhinolophus huananus	2304487	AXQ04327
Rhinolophus huananus	2304487	AXQ04328
Rhinolophus huananus	2304487	AXQ04329
Rhinolophus huananus	2304487	AXQ04330
Rhinolophus huananus	2304487	AXQ04331
Rhinolophus huananus	2304487	AXQ04332
Rhinolophus huananus	2304487	AXQ04333
Rhinolophus huananus	2304487	AXQ04334
Rhinolophus huananus	2304487	AXQ04335
Rhinolophus huananus	2304487	AXQ04336
Rhinolophus huananus	2304487	AXQ04337
Rhinolophus huananus	2304487	AXQ04338
Rhinolophus huananus	2304487	AXQ04339
Rhinolophus huananus	2304487	AXQ04340
Rhinolophus huananus	2304487	AXQ04380
Rhinolophus huananus	2304487	AXQ04420
Rhinolophus huananus	2304487	AXQ04421
Rhinolophus huananus	2304487	AXQ04495
Rhinolophus huananus	2304487	AXQ04496
Rhinolophus huananus	2304487	AXQ04593
Rhinolophus huananus	2304487	AXQ04594
Rhinolophus huananus	2304487	AXQ04703
Rhinolophus huananus	2304487	AXQ04706
Rhinolophus clivosus	59478	ACC17821
Rhinolophus clivosus	59478	ACO48473
Rhinolophus clivosus	59478	ACQ99559
Rhinolophus clivosus	59478	AGL73894
Rhinolophus clivosus	59478	AGL73895
Rhinolophus clivosus	59478	AGL73896
Rhinolophus clivosus	59478	AGL73897
Rhinolophus clivosus	59478	AGL73898
Rhinolophus clivosus	59478	AGL73899
Rhinolophus clivosus	59478	AGL73900
Rhinolophus clivosus	59478	AGL73901
Rhinolophus clivosus	59478	AGL73902
Rhinolophus clivosus	59478	AGL73903
Rhinolophus clivosus	59478	AGL73904
Rhinolophus clivosus	59478	AGL73905
Rhinolophus clivosus	59478	AGL73906
Rhinolophus clivosus	59478	AGL73907
Rhinolophus clivosus	59478	AGL73908
Rhinolophus clivosus	59478	AGL73909
Rhinolophus clivosus	59478	AGL73910
Rhinolophus clivosus	59478	AGL73911
Rhinolophus clivosus	59478	AGL73912
Rhinolophus clivosus	59478	AGL73916
Rhinolophus clivosus	59478	AMJ38622
Rhinolophus clivosus	59478	AMJ38623
Rhinolophus clivosus	59478	AMJ38624
Rhinolophus clivosus	59478	AMJ38625
Rhinolophus clivosus	59478	AMJ38626
Rhinolophus clivosus	59478	AMJ38627
Rhinolophus clivosus	59478	AMJ38628
Rhinolophus clivosus	59478	AMJ38629
Rhinolophus clivosus	59478	AMJ38630
Rhinolophus clivosus	59478	AMJ38631
Rhinolophus clivosus	59478	AMJ38632
Rhinolophus clivosus	59478	AMJ38633
Rhinolophus clivosus	59478	AMJ38634
Rhinolophus clivosus	59478	AMJ38635
Rhinolophus clivosus	59478	AMJ38735
Rhinolophus clivosus	59478	AMJ38736
Rhinolophus clivosus	59478	AMJ38737
Rhinolophus clivosus	59478	AMJ38738
Rhinolophus clivosus	59478	AMJ38739
Rhinolophus clivosus	59478	AMJ38740
Rhinolophus clivosus	59478	AMJ38741
Rhinolophus clivosus	59478	AMJ38742
Rhinolophus clivosus	59478	AMJ38743
Rhinolophus clivosus	59478	AMJ38744
Rhinolophus clivosus	59478	AMJ38745
Rhinolophus clivosus	59478	AMJ38746
Rhinolophus clivosus	59478	AMJ38747
Rhinolophus clivosus	59478	AMJ38748
Rhinolophus clivosus	59478	AMJ38848
Rhinolophus clivosus	59478	AMJ38849
Rhinolophus clivosus	59478	AMJ38850
Rhinolophus clivosus	59478	AMJ38851
Rhinolophus clivosus	59478	AMJ38852
Rhinolophus clivosus	59478	AMJ38853
Rhinolophus clivosus	59478	AMJ38854
Rhinolophus clivosus	59478	AMJ38855
Rhinolophus clivosus	59478	AMJ38856
Rhinolophus clivosus	59478	AMJ38857
Rhinolophus clivosus	59478	AMJ38858
Rhinolophus clivosus	59478	AMJ38859
Rhinolophus clivosus	59478	AMJ38860
Rhinolophus clivosus	59478	AMJ38861
Rhinolophus clivosus	59478	AMJ38959
Rhinolophus clivosus	59478	AMJ38960
Rhinolophus clivosus	59478	AMJ38961
Rhinolophus clivosus	59478	AMJ38962
Rhinolophus clivosus	59478	AMJ38963
Rhinolophus clivosus	59478	AMJ38964
Rhinolophus clivosus	59478	AMJ38965
Rhinolophus clivosus	59478	AMJ38966
Rhinolophus clivosus	59478	AMJ38967
Rhinolophus clivosus	59478	AMJ38968
Rhinolophus clivosus	59478	AMJ38969
Rhinolophus clivosus	59478	AMJ38970
Rhinolophus clivosus	59478	AMJ38971
Rhinolophus clivosus	59478	AMJ38972
Rhinolophus clivosus	59478	AMJ39076
Rhinolophus clivosus	59478	AMJ39077
Rhinolophus clivosus	59478	AMJ39078
Rhinolophus clivosus	59478	AMJ39079
Rhinolophus clivosus	59478	AMJ39080
Rhinolophus clivosus	59478	AMJ39081
Rhinolophus clivosus	59478	AMJ39082
Rhinolophus clivosus	59478	AMJ39083
Rhinolophus clivosus	59478	AMJ39084
Rhinolophus clivosus	59478	AMJ39085
Rhinolophus clivosus	59478	AMJ39086
Rhinolophus clivosus	59478	AMJ39087
Rhinolophus clivosus	59478	AMJ39088
Rhinolophus clivosus	59478	AMJ39089
Rhinolophus clivosus	59478	AMJ39188
Rhinolophus clivosus	59478	AMJ39189
Rhinolophus clivosus	59478	AMJ39190
Rhinolophus clivosus	59478	AMJ39191
Rhinolophus clivosus	59478	AMJ39192
Rhinolophus clivosus	59478	AMJ39193
Rhinolophus clivosus	59478	AMJ39194
Rhinolophus clivosus	59478	AMJ39195
Rhinolophus clivosus	59478	AMJ39196
Rhinolophus clivosus	59478	AMJ39197
Rhinolophus clivosus	59478	AMJ39198
Rhinolophus clivosus	59478	AMJ39199
Rhinolophus clivosus	59478	AMJ39200
Rhinolophus clivosus	59478	AMJ39201
Rhinolophus clivosus	59478	AMJ39300
Rhinolophus clivosus	59478	AMJ39301
Rhinolophus clivosus	59478	AMJ39302
Rhinolophus clivosus	59478	AMJ39303
Rhinolophus clivosus	59478	AMJ39304
Rhinolophus clivosus	59478	AMJ39305
Rhinolophus clivosus	59478	AMJ39306
Rhinolophus clivosus	59478	AMJ39307
Rhinolophus clivosus	59478	AMJ39308
Rhinolophus clivosus	59478	AMJ39309
Rhinolophus clivosus	59478	AMJ39310
Rhinolophus clivosus	59478	AMJ39311
Rhinolophus clivosus	59478	AMJ39312
Rhinolophus clivosus	59478	AMJ39313
Rhinolophus clivosus	59478	ASF87397
Rhinolophus clivosus	59478	ASF87398
Rhinolophus clivosus	59478	ASF87399
Rhinolophus clivosus	59478	ASF87400
Rhinolophus clivosus	59478	ASF87401
Rhinolophus clivosus	59478	ASF87402
Rhinolophus clivosus	59478	ASF87403
Rhinolophus clivosus	59478	ASF87404
Rhinolophus clivosus	59478	ASF87405
Rhinolophus clivosus	59478	ASF87406
Rhinolophus clivosus	59478	ASF87407
Rhinolophus clivosus	59478	ASF87408
Rhinolophus clivosus	59478	ASF87417
Rhinolophus clivosus	59478	ASF87426
Rhinolophus clivosus	59478	ASF87427
Rhinolophus clivosus	59478	ASF87435
Rhinolophus clivosus	59478	ASF87436
Rhinolophus clivosus	59478	ATG71975
Rhinolophus clivosus	59478	ATG71979
Rhinolophus clivosus	59478	QFZ96367
Rhinolophus ferrumequinum	59479	AAC48750
Rhinolophus ferrumequinum	59479	AAC48751
Rhinolophus ferrumequinum	59479	AAF66631
Rhinolophus ferrumequinum	59479	AAL35564
Rhinolophus ferrumequinum	59479	AAL87070
Rhinolophus ferrumequinum	59479	ABA26440
Rhinolophus ferrumequinum	59479	ABA26441
Rhinolophus ferrumequinum	59479	ABC00848
Rhinolophus ferrumequinum	59479	ABC70293
Rhinolophus ferrumequinum	59479	ABC70294
Rhinolophus ferrumequinum	59479	ABC87469
Rhinolophus ferrumequinum	59479	ABC87470
Rhinolophus ferrumequinum	59479	ABC87471
Rhinolophus ferrumequinum	59479	ABC87472
Rhinolophus ferrumequinum	59479	ABC87473
Rhinolophus ferrumequinum	59479	ABC87474
Rhinolophus ferrumequinum	59479	ABC87475
Rhinolophus ferrumequinum	59479	ABC87478
Rhinolophus ferrumequinum	59479	ABC87479
Rhinolophus ferrumequinum	59479	ABC87480
Rhinolophus ferrumequinum	59479	ABC87481
Rhinolophus ferrumequinum	59479	ABF13211
Rhinolophus ferrumequinum	59479	ABF13212
Rhinolophus ferrumequinum	59479	ABG20591
Rhinolophus ferrumequinum	59479	ABK35791
Rhinolophus ferrumequinum	59479	ABK41257
Rhinolophus ferrumequinum	59479	ABK41258
Rhinolophus ferrumequinum	59479	ABK41259
Rhinolophus ferrumequinum	59479	ABK41260
Rhinolophus ferrumequinum	59479	ABL61267
Rhinolophus ferrumequinum	59479	ABQ66125
Rhinolophus ferrumequinum	59479	ABQ66126
Rhinolophus ferrumequinum	59479	ABQ66127
Rhinolophus ferrumequinum	59479	ABQ66128
Rhinolophus ferrumequinum	59479	ABQ66129
Rhinolophus ferrumequinum	59479	ABQ66130
Rhinolophus ferrumequinum	59479	ABQ66131
Rhinolophus ferrumequinum	59479	ABQ66132
Rhinolophus ferrumequinum	59479	ABQ66133
Rhinolophus ferrumequinum	59479	ABQ66134
Rhinolophus ferrumequinum	59479	ABQ66135
Rhinolophus ferrumequinum	59479	ABQ66136
Rhinolophus ferrumequinum	59479	ABQ66137
Rhinolophus ferrumequinum	59479	ABQ66138
Rhinolophus ferrumequinum	59479	ABQ66139
Rhinolophus ferrumequinum	59479	ABQ66140
Rhinolophus ferrumequinum	59479	ABQ66141
Rhinolophus ferrumequinum	59479	ABQ66142
